Time Signal, 2.8455e-07
Time Signal, 2.8455e-07
Time Signal, 2.8455e-07
Time Signal, 2.8455e-07
Time Signal, 2.84571e-07
Time Signal, 2.84571e-07
Time Signal, 2.84572e-07
Time Signal, 2.84572e-07
Time Signal, 2.84589e-07
Time Signal, 2.84589e-07
Time Signal, 2.84599e-07
Time Signal, 2.84599e-07
Time Signal, 2.84611e-07
Time Signal, 2.84611e-07
2 Stream1, 2.84641e-07, 4
Stream 1 , 2.84641e-07, 4Event:99961
2 Stream7, 2.84641e-07, 4
2 Stream9, 2.8466e-07, 4
2 Stream2, 2.84747e-07, 4
Stream 2 , 2.84747e-07, 4Event:99961
2 Stream10, 2.84747e-07, 4
2 Stream11, 2.84758e-07, 4
2 Stream2, 2.84818e-07, 4
Stream 2 , 2.84818e-07, 4Event:99961
2 Stream8, 2.84818e-07, 4
2 Stream3, 2.84875e-07, 4
Stream 3 , 2.84875e-07, 4Event:99961
2 Stream8, 2.84876e-07, 4
2 Stream3, 2.84903e-07, 4
Stream 3 , 2.84903e-07, 4Event:99961
2 Stream8, 2.84904e-07, 4
2 Stream3, 2.84982e-07, 4
Stream 3 , 2.84982e-07, 4Event:99961
2 Stream8, 2.84982e-07, 4
2 Stream3, 2.84985e-07, 4
Stream 3 , 2.84985e-07, 4Event:99961
2 Stream8, 2.84986e-07, 4
2 Stream3, 2.85005e-07, 4
Stream 3 , 2.85005e-07, 4Event:99961
2 Stream8, 2.85005e-07, 4
2 Stream4, 2.85172e-07, 4
Stream 4 , 2.85172e-07, 4Event:99961
2 Stream12, 2.85173e-07, 4
2 Stream6, 2.85178e-07, 4
Stream 6 , 2.85178e-07, 4Event:99961
2 Stream12, 2.85178e-07, 4
2 Stream4, 2.85198e-07, 4
Stream 4 , 2.85198e-07, 4Event:99961
2 Stream12, 2.85198e-07, 4
2 Stream6, 2.85241e-07, 4
Stream 6 , 2.85241e-07, 4Event:99961
2 Stream12, 2.85242e-07, 4
2 Stream5, 2.85319e-07, 4
Stream 5 , 2.85319e-07, 4Event:99961
2 Stream12, 2.85319e-07, 4
2 Stream6, 2.85326e-07, 4
Stream 6 , 2.85326e-07, 4Event:99961
2 Stream12, 2.85326e-07, 4
2 Stream5, 2.85392e-07, 4
Stream 5 , 2.85392e-07, 4Event:99961
2 Stream12, 2.85392e-07, 4
2 Stream5, 2.85427e-07, 4
Stream 5 , 2.85427e-07, 4Event:99961
2 Stream12, 2.85428e-07, 4
2 Stream5, 2.85454e-07, 4
Stream 5 , 2.85454e-07, 4Event:99961
2 Stream12, 2.85455e-07, 4
2 Stream5, 2.8546e-07, 4
Stream 5 , 2.8546e-07, 4Event:99961
2 Stream12, 2.8546e-07, 4
2 Stream5, 2.8549e-07, 4
Stream 5 , 2.8549e-07, 4Event:99961
2 Stream12, 2.8549e-07, 4
Time Signal, 3.62027e-07
Time Signal, 3.62027e-07
Time Signal, 3.62106e-07
Time Signal, 3.62106e-07
Time Signal, 3.62191e-07
Time Signal, 3.62191e-07
Time Signal, 3.62289e-07
Time Signal, 3.62289e-07
Time Signal, 3.62448e-07
Time Signal, 3.62448e-07
Time Signal, 3.62454e-07
Time Signal, 3.62454e-07
Time Signal, 3.62497e-07
Time Signal, 3.62497e-07
Time Signal, 3.62694e-07
Time Signal, 3.62694e-07
Time Signal, 3.62698e-07
Time Signal, 3.62698e-07
2 Stream11, 3.62998e-07, 1
Time Signal, 3.63064e-07
Time Signal, 3.63064e-07
2 Stream2, 3.63065e-07, 1
Stream 2 , 3.63065e-07, 1Event:99964
2 Stream7, 3.63065e-07, 1
Time Signal, 3.63068e-07
Time Signal, 3.63068e-07
2 Stream11, 3.63068e-07, 1
2 Stream3, 3.63212e-07, 1
Stream 3 , 3.63212e-07, 1Event:99964
Time Signal, 3.63401e-07
Time Signal, 3.63401e-07
Time Signal, 3.63859e-07
Time Signal, 3.63859e-07
Time Signal, 3.63863e-07
Time Signal, 3.63863e-07
Time Signal, 3.64352e-07
Time Signal, 3.64352e-07
Time Signal, 3.64435e-07
Time Signal, 3.64435e-07
2 Stream6, 3.64435e-07, 1
Stream 6 , 3.64435e-07, 1Event:99964
Time Signal, 3.6444e-07
Time Signal, 3.6444e-07
2 Stream4, 3.6444e-07, 1
Stream 4 , 3.6444e-07, 1Event:99964
2 Stream8, 3.64441e-07, 1
2 Stream1, 3.64463e-07, 1
Stream 1 , 3.64463e-07, 1Event:99964
2 Stream8, 3.64463e-07, 1
2 Stream9, 3.64682e-07, 1
Time Signal, 3.93809e-07
Time Signal, 3.93809e-07
Time Signal, 3.93816e-07
Time Signal, 3.93816e-07
Time Signal, 3.93825e-07
Time Signal, 3.93825e-07
Time Signal, 3.93834e-07
Time Signal, 3.93834e-07
Time Signal, 3.93851e-07
Time Signal, 3.93851e-07
Time Signal, 3.93854e-07
Time Signal, 3.93854e-07
Time Signal, 3.93854e-07
Time Signal, 3.93854e-07
Time Signal, 3.9388e-07
Time Signal, 3.9388e-07
Time Signal, 3.9388e-07
Time Signal, 3.9388e-07
Time Signal, 3.93905e-07
Time Signal, 3.93905e-07
Time Signal, 3.93905e-07
Time Signal, 3.93905e-07
Time Signal, 3.93946e-07
Time Signal, 3.93946e-07
Time Signal, 3.93947e-07
Time Signal, 3.93947e-07
Time Signal, 3.93981e-07
Time Signal, 3.93981e-07
Time Signal, 3.93981e-07
Time Signal, 3.93981e-07
Time Signal, 3.9402e-07
Time Signal, 3.9402e-07
Time Signal, 3.9402e-07
Time Signal, 3.9402e-07
2 Stream2, 3.9402e-07, 5
Stream 2 , 3.9402e-07, 5Event:99965
2 Stream7, 3.94021e-07, 5
2 Stream11, 3.94618e-07, 5
2 Stream3, 3.94776e-07, 5
Stream 3 , 3.94776e-07, 5Event:99965
2 Stream9, 3.94777e-07, 5
Time Signal, 4.19547e-07
Time Signal, 4.19547e-07
Time Signal, 4.19555e-07
Time Signal, 4.19555e-07
Time Signal, 4.19565e-07
Time Signal, 4.19565e-07
Time Signal, 4.19573e-07
Time Signal, 4.19573e-07
Time Signal, 4.19593e-07
Time Signal, 4.19593e-07
Time Signal, 4.19594e-07
Time Signal, 4.19594e-07
Time Signal, 4.19615e-07
Time Signal, 4.19615e-07
Time Signal, 4.19652e-07
Time Signal, 4.19652e-07
Time Signal, 4.19687e-07
Time Signal, 4.19687e-07
Time Signal, 4.19687e-07
Time Signal, 4.19687e-07
Time Signal, 4.19722e-07
Time Signal, 4.19722e-07
Time Signal, 4.19722e-07
Time Signal, 4.19722e-07
Time Signal, 4.19767e-07
Time Signal, 4.19767e-07
2 Stream11, 4.19767e-07, 5
Time Signal, 4.19767e-07
Time Signal, 4.19767e-07
2 Stream2, 4.19767e-07, 5
Stream 2 , 4.19767e-07, 5Event:99966
2 Stream7, 4.19768e-07, 5
2 Stream1, 4.19897e-07, 5
Stream 1 , 4.19897e-07, 5Event:99966
2 Stream8, 4.19897e-07, 5
2 Stream9, 4.20258e-07, 5
2 Stream3, 4.20404e-07, 5
Stream 3 , 4.20404e-07, 5Event:99966
2 Stream12, 4.20404e-07, 5
2 Stream6, 4.20506e-07, 5
Stream 6 , 4.20506e-07, 5Event:99966
Time Signal, 5.10175e-07
Time Signal, 5.10175e-07
Time Signal, 5.10214e-07
Time Signal, 5.10214e-07
Time Signal, 5.10214e-07
Time Signal, 5.10214e-07
Time Signal, 5.1025e-07
Time Signal, 5.1025e-07
Time Signal, 5.10251e-07
Time Signal, 5.10251e-07
Time Signal, 5.10254e-07
Time Signal, 5.10254e-07
Time Signal, 5.10289e-07
Time Signal, 5.10289e-07
Time Signal, 5.10289e-07
Time Signal, 5.10289e-07
Time Signal, 5.10315e-07
Time Signal, 5.10315e-07
Time Signal, 5.10315e-07
Time Signal, 5.10315e-07
Time Signal, 5.10322e-07
Time Signal, 5.10322e-07
Time Signal, 5.10349e-07
Time Signal, 5.10349e-07
Time Signal, 5.1035e-07
Time Signal, 5.1035e-07
Time Signal, 5.10364e-07
Time Signal, 5.10364e-07
Time Signal, 5.10371e-07
Time Signal, 5.10371e-07
Time Signal, 5.10382e-07
Time Signal, 5.10382e-07
2 Stream2, 5.10767e-07, 4
Stream 2 , 5.10767e-07, 4Event:99970
2 Stream7, 5.10767e-07, 4
Time Signal, 5.57288e-07
Time Signal, 5.57288e-07
Time Signal, 5.5744e-07
Time Signal, 5.5744e-07
Time Signal, 5.57536e-07
Time Signal, 5.57536e-07
Time Signal, 5.5768e-07
Time Signal, 5.5768e-07
Time Signal, 5.57685e-07
Time Signal, 5.57685e-07
Time Signal, 5.58007e-07
Time Signal, 5.58007e-07
Time Signal, 5.58011e-07
Time Signal, 5.58011e-07
Time Signal, 5.58329e-07
Time Signal, 5.58329e-07
Time Signal, 5.58333e-07
Time Signal, 5.58333e-07
Time Signal, 5.59048e-07
Time Signal, 5.59048e-07
Time Signal, 5.59052e-07
Time Signal, 5.59052e-07
Time Signal, 5.59598e-07
Time Signal, 5.59598e-07
Time Signal, 5.59603e-07
Time Signal, 5.59603e-07
Time Signal, 5.59682e-07
Time Signal, 5.59682e-07
Time Signal, 5.59687e-07
Time Signal, 5.59687e-07
Time Signal, 5.89385e-07
Time Signal, 5.89385e-07
Time Signal, 5.89403e-07
Time Signal, 5.89403e-07
Time Signal, 5.8943e-07
Time Signal, 5.8943e-07
Time Signal, 5.89458e-07
Time Signal, 5.89458e-07
Time Signal, 5.89525e-07
Time Signal, 5.89525e-07
Time Signal, 5.89527e-07
Time Signal, 5.89527e-07
Time Signal, 5.89529e-07
Time Signal, 5.89529e-07
Time Signal, 5.89599e-07
Time Signal, 5.89599e-07
Time Signal, 5.896e-07
Time Signal, 5.896e-07
Time Signal, 5.89704e-07
Time Signal, 5.89704e-07
Time Signal, 5.89705e-07
Time Signal, 5.89705e-07
Time Signal, 5.8984e-07
Time Signal, 5.8984e-07
2 Stream1, 5.8984e-07, 3
Stream 1 , 5.8984e-07, 3Event:99973
2 Stream7, 5.8984e-07, 3
Time Signal, 5.89841e-07
Time Signal, 5.89841e-07
2 Stream9, 5.89841e-07, 3
Time Signal, 5.89853e-07
Time Signal, 5.89853e-07
2 Stream1, 5.89854e-07, 3
Stream 1 , 5.89854e-07, 3Event:99973
2 Stream7, 5.89854e-07, 3
Time Signal, 5.89856e-07
Time Signal, 5.89856e-07
2 Stream9, 5.89856e-07, 3
2 Stream1, 5.89872e-07, 3
Stream 1 , 5.89872e-07, 3Event:99973
2 Stream7, 5.89872e-07, 3
Time Signal, 5.89874e-07
Time Signal, 5.89874e-07
2 Stream9, 5.89874e-07, 3
2 Stream1, 5.89882e-07, 3
Stream 1 , 5.89882e-07, 3Event:99973
2 Stream7, 5.89882e-07, 3
2 Stream9, 5.89899e-07, 3
2 Stream1, 5.89901e-07, 3
Stream 1 , 5.89901e-07, 3Event:99973
2 Stream7, 5.89901e-07, 3
2 Stream9, 5.89902e-07, 3
2 Stream1, 5.89903e-07, 3
Stream 1 , 5.89903e-07, 3Event:99973
2 Stream7, 5.89904e-07, 3
2 Stream9, 5.89904e-07, 3
2 Stream1, 5.89907e-07, 3
Stream 1 , 5.89907e-07, 3Event:99973
2 Stream7, 5.89907e-07, 3
2 Stream9, 5.89909e-07, 3
2 Stream1, 5.89911e-07, 3
Stream 1 , 5.89911e-07, 3Event:99973
2 Stream7, 5.89911e-07, 3
Time Signal, 5.89938e-07
Time Signal, 5.89938e-07
2 Stream9, 5.89938e-07, 3
Time Signal, 5.89939e-07
Time Signal, 5.89939e-07
2 Stream1, 5.8994e-07, 3
Stream 1 , 5.8994e-07, 3Event:99973
2 Stream7, 5.8994e-07, 3
2 Stream9, 5.89945e-07, 3
2 Stream1, 5.89947e-07, 3
Stream 1 , 5.89947e-07, 3Event:99973
2 Stream7, 5.89947e-07, 3
2 Stream9, 5.89957e-07, 3
2 Stream1, 5.89972e-07, 3
Stream 1 , 5.89972e-07, 3Event:99973
2 Stream7, 5.89972e-07, 3
2 Stream9, 5.89976e-07, 3
2 Stream2, 5.90097e-07, 3
Stream 2 , 5.90097e-07, 3Event:99973
Time Signal, 5.90117e-07
Time Signal, 5.90117e-07
2 Stream3, 5.90117e-07, 3
Stream 3 , 5.90117e-07, 3Event:99973
Time Signal, 5.90118e-07
Time Signal, 5.90118e-07
2 Stream2, 5.90118e-07, 3
Stream 2 , 5.90118e-07, 3Event:99973
2 Stream3, 5.90131e-07, 3
Stream 3 , 5.90131e-07, 3Event:99973
2 Stream3, 5.90197e-07, 3
Stream 3 , 5.90197e-07, 3Event:99973
Time Signal, 6.09269e-07
Time Signal, 6.09269e-07
Time Signal, 6.09272e-07
Time Signal, 6.09272e-07
Time Signal, 6.09318e-07
Time Signal, 6.09318e-07
Time Signal, 6.09346e-07
Time Signal, 6.09346e-07
Time Signal, 6.09408e-07
Time Signal, 6.09408e-07
Time Signal, 6.09477e-07
Time Signal, 6.09477e-07
Time Signal, 6.09478e-07
Time Signal, 6.09478e-07
Time Signal, 6.09494e-07
Time Signal, 6.09494e-07
Time Signal, 6.09596e-07
Time Signal, 6.09596e-07
Time Signal, 6.09596e-07
Time Signal, 6.09596e-07
Time Signal, 6.09695e-07
Time Signal, 6.09695e-07
2 Stream9, 6.09695e-07, 3
Time Signal, 6.09696e-07
Time Signal, 6.09696e-07
2 Stream1, 6.09697e-07, 3
Stream 1 , 6.09697e-07, 3Event:99974
2 Stream7, 6.09697e-07, 3
Time Signal, 6.09816e-07
Time Signal, 6.09816e-07
2 Stream11, 6.09817e-07, 3
Time Signal, 6.09818e-07
Time Signal, 6.09818e-07
2 Stream2, 6.09818e-07, 3
Stream 2 , 6.09818e-07, 3Event:99974
2 Stream12, 6.09818e-07, 3
Time Signal, 6.09972e-07
Time Signal, 6.09972e-07
2 Stream3, 6.09972e-07, 3
Stream 3 , 6.09972e-07, 3Event:99974
Time Signal, 6.09973e-07
Time Signal, 6.09973e-07
2 Stream3, 6.09973e-07, 3
Stream 3 , 6.09973e-07, 3Event:99974
Time Signal, 6.3166e-07
Time Signal, 6.3166e-07
Time Signal, 6.31664e-07
Time Signal, 6.31664e-07
Time Signal, 6.32068e-07
Time Signal, 6.32068e-07
Time Signal, 6.32072e-07
Time Signal, 6.32072e-07
Time Signal, 6.32422e-07
Time Signal, 6.32422e-07
Time Signal, 6.32755e-07
Time Signal, 6.32755e-07
Time Signal, 6.32759e-07
Time Signal, 6.32759e-07
Time Signal, 6.33024e-07
Time Signal, 6.33024e-07
Time Signal, 6.3303e-07
Time Signal, 6.3303e-07
Time Signal, 6.33178e-07
Time Signal, 6.33178e-07
2 Stream7, 6.33248e-07, 0
Time Signal, 6.33252e-07
Time Signal, 6.33252e-07
2 Stream11, 6.33252e-07, 0
2 Stream2, 6.33339e-07, 0
Stream 2 , 6.33339e-07, 0Event:99975
Time Signal, 6.3335e-07
Time Signal, 6.3335e-07
2 Stream1, 6.3335e-07, 0
Stream 1 , 6.3335e-07, 0Event:99975
2 Stream3, 6.33396e-07, 0
Stream 3 , 6.33396e-07, 0Event:99975
Time Signal, 6.33411e-07
Time Signal, 6.33411e-07
2 Stream1, 6.33411e-07, 0
Stream 1 , 6.33411e-07, 0Event:99975
2 Stream9, 6.33487e-07, 0
Time Signal, 6.66664e-07
Time Signal, 6.66664e-07
Time Signal, 6.66665e-07
Time Signal, 6.66665e-07
Time Signal, 6.66797e-07
Time Signal, 6.66797e-07
Time Signal, 6.66798e-07
Time Signal, 6.66798e-07
Time Signal, 6.66912e-07
Time Signal, 6.66912e-07
Time Signal, 6.66914e-07
Time Signal, 6.66914e-07
Time Signal, 6.67033e-07
Time Signal, 6.67033e-07
Time Signal, 6.67034e-07
Time Signal, 6.67034e-07
Time Signal, 6.6714e-07
Time Signal, 6.6714e-07
Time Signal, 6.67142e-07
Time Signal, 6.67142e-07
Time Signal, 6.6722e-07
Time Signal, 6.6722e-07
Time Signal, 6.67222e-07
Time Signal, 6.67222e-07
Time Signal, 6.67287e-07
Time Signal, 6.67287e-07
Time Signal, 6.67316e-07
Time Signal, 6.67316e-07
Time Signal, 6.67344e-07
Time Signal, 6.67344e-07
Time Signal, 6.67364e-07
Time Signal, 6.67364e-07
Time Signal, 6.88513e-07
Time Signal, 6.88513e-07
Time Signal, 6.88576e-07
